"","NFCSID","STATEQ","A50A","A50B","F1","F2_1","F2_2","F2_3","F2_4","F2_5","F2_6","G1","G35","year","G30"
"1356",2015032642,47,2,7,1,1,2,2,2,2,2,2,2,2015,NA
"1357",2015032649,15,2,7,1,2,1,1,1,1,2,2,NA,2015,NA
"1358",2015032656,47,2,7,1,1,2,2,2,2,2,2,2,2015,NA
"1359",2015032657,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1360",2015032663,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1361",2015032679,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1362",2015032680,15,2,7,2,2,2,1,2,2,2,2,2,2015,NA
"1363",2015032703,47,2,7,1,1,2,2,2,2,2,2,2,2015,NA
"1364",2015032705,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1365",2015032723,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1366",2015032747,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1367",2015032767,47,2,7,2,2,1,1,2,2,1,2,NA,2015,NA
"1368",2015032770,47,2,7,2,2,1,1,2,2,2,1,2,2015,NA
"1369",2015032808,47,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1370",2015032811,47,2,7,3,2,1,1,2,2,2,1,1,2015,NA
"1371",2015032831,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1372",2015032893,47,2,7,1,2,1,2,2,2,2,2,NA,2015,NA
"1373",2015032901,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1374",2015032904,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1375",2015032982,1,1,1,1,1,2,2,2,2,2,2,2,2015,NA
"1376",2015033317,47,1,1,2,1,1,1,1,1,1,2,NA,2015,NA
"1377",2015033372,47,1,1,2,2,1,1,2,2,2,1,1,2015,NA
"1378",2015033399,26,1,1,5,2,2,1,1,98,2,98,NA,2015,NA
"1379",2015033408,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1380",2015033566,25,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1381",2015033706,43,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1382",2015033707,47,1,1,1,1,2,1,1,1,1,2,NA,2015,NA
"1383",2015033885,43,1,1,1,99,2,2,2,2,2,2,4,2015,NA
"1384",2015033892,25,1,1,1,2,1,1,1,1,1,2,NA,2015,NA
"1385",2015033974,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1386",2015034074,25,1,1,2,1,2,2,2,2,2,1,2,2015,NA
"1387",2015034728,47,1,1,2,1,2,2,2,2,2,2,NA,2015,NA
"1388",2015034805,47,1,1,3,1,2,1,2,2,2,2,2,2015,NA
"1389",2015034877,47,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1390",2015034903,47,1,1,2,1,2,2,2,2,1,2,NA,2015,NA
"1391",2015034926,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1392",2015034932,26,1,1,1,1,2,2,2,2,2,2,NA,2015,NA
"1393",2015034935,26,1,1,2,2,1,1,1,1,2,1,1,2015,NA
"1394",2015034947,26,1,1,1,1,2,2,2,2,2,2,1,2015,NA
"1395",2015035193,15,1,1,2,1,1,2,2,2,2,2,1,2015,NA
"1396",2015035215,47,1,1,3,1,2,2,2,2,2,1,2,2015,NA
"1397",2015035436,26,1,1,1,98,98,98,98,98,98,2,NA,2015,NA
"1398",2015035514,47,1,1,1,1,2,2,2,2,2,2,2,2015,NA
"1399",2015035527,26,1,1,1,2,1,1,2,2,2,2,4,2015,NA
"1400",2015035545,47,1,1,2,2,1,1,2,2,2,2,1,2015,NA
"1401",2015035570,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1402",2015035589,1,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1403",2015035703,47,1,1,2,1,2,2,2,2,2,2,NA,2015,NA
"1404",2015035735,43,1,1,2,2,2,1,1,1,2,2,NA,2015,NA
"1405",2015035741,26,1,1,2,1,2,2,2,2,2,2,NA,2015,NA
"1406",2015035796,25,2,7,2,1,2,1,1,2,2,1,NA,2015,NA
"1407",2015035859,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1408",2015035938,15,1,1,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1409",2015035950,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1410",2015036013,43,2,7,1,2,1,2,2,2,2,1,NA,2015,NA
"1411",2015036046,43,2,7,1,2,1,1,2,2,2,1,2,2015,NA
"1412",2015036047,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1413",2015036194,1,2,7,2,2,1,2,2,2,2,2,1,2015,NA
"1414",2015036221,25,2,7,1,1,2,1,1,2,2,2,NA,2015,NA
"1415",2015036340,25,2,7,2,1,2,2,2,2,2,2,NA,2015,NA
"1416",2015036505,25,2,7,2,2,1,2,1,2,2,1,4,2015,NA
"1417",2015036537,25,2,7,1,99,99,99,99,99,99,1,NA,2015,NA
"1418",2015036601,25,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1419",2015036633,25,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2015,NA
"1420",2015036647,25,2,7,2,2,1,1,1,1,2,2,1,2015,NA
"1421",2015036653,25,2,7,7,NA,NA,NA,NA,NA,NA,2,1,2015,NA
"1422",2015036658,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1423",2015036769,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2015,NA
"1424",2015036782,25,2,7,7,NA,NA,NA,NA,NA,NA,2,2,2015,NA
"1425",2015036790,25,2,7,2,1,2,2,2,2,2,2,NA,2015,NA
"1426",2015036865,25,2,7,1,1,2,2,2,2,2,2,NA,2015,NA
"1427",2015036906,25,2,7,2,1,2,2,2,2,2,2,2,2015,NA
"1428",2015036921,25,2,7,2,2,1,1,1,2,2,1,98,2015,NA
"1429",2012010101,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1430",2012010117,47,1,1,1,1,2,2,2,2,2,2,NA,2012,2
"1431",2012010187,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1432",2012010197,15,2,7,2,1,1,1,1,2,2,2,NA,2012,2
"1433",2012010332,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1434",2012010537,25,2,7,4,2,2,2,2,2,2,2,NA,2012,1
"1435",2012010826,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1436",2012010835,43,1,1,1,1,2,2,2,2,2,2,NA,2012,1
"1437",2012011021,47,2,7,2,2,1,1,2,2,2,2,NA,2012,1
"1438",2012011022,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1439",2012011072,47,2,7,1,1,1,1,1,1,1,2,NA,2012,2
"1440",2012011081,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1441",2012011144,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1442",2012011309,1,2,7,2,1,1,1,1,98,98,2,NA,2012,2
"1443",2012011334,43,2,7,2,2,1,1,1,2,2,1,NA,2012,2
"1444",2012011361,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,98
"1445",2012011388,25,2,7,3,2,1,1,2,1,2,2,NA,2012,1
"1446",2012011417,47,2,7,1,1,2,2,2,2,2,2,NA,2012,2
"1447",2012011468,25,2,7,2,2,2,1,1,2,2,2,NA,2012,1
"1448",2012011474,1,2,7,1,1,2,2,2,2,2,2,NA,2012,2
"1449",2012011519,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1450",2012011574,26,1,1,2,2,2,1,1,2,2,2,NA,2012,2
"1451",2012011633,25,2,7,2,2,2,1,2,2,2,1,NA,2012,1
"1452",2012011735,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,98
"1453",2012011850,1,1,1,2,1,1,2,2,2,1,1,NA,2012,2
"1454",2012011920,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1455",2012011947,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1456",2012011960,1,1,1,1,2,2,2,2,2,2,2,NA,2012,2
"1457",2012011994,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1458",2012012019,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1459",2012012025,47,2,7,1,2,1,2,2,2,1,2,NA,2012,1
"1460",2012012069,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1461",2012012087,26,1,1,1,1,2,2,2,2,2,2,NA,2012,1
"1462",2012012092,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1463",2012012225,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1464",2012012318,26,1,1,4,2,1,1,1,1,2,2,NA,2012,1
"1465",2012012509,47,2,7,2,1,2,98,2,2,98,99,NA,2012,2
"1466",2012012566,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1467",2012012869,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1468",2012012874,26,2,7,2,2,1,1,2,2,2,2,NA,2012,1
"1469",2012012971,47,1,1,1,1,2,2,1,1,2,2,NA,2012,2
"1470",2012013064,15,1,1,2,2,98,98,98,98,98,2,NA,2012,1
"1471",2012013065,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1472",2012013181,26,1,1,2,1,2,2,1,1,98,1,NA,2012,2
"1473",2012013231,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1474",2012013318,26,2,7,2,2,2,2,2,2,2,2,NA,2012,1
"1475",2012013366,15,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,1
"1476",2012013385,43,2,7,1,2,2,1,2,2,2,1,NA,2012,2
"1477",2012013440,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1478",2012013478,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1479",2012013496,25,2,7,3,1,2,1,1,2,1,1,NA,2012,2
"1480",2012013850,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1481",2012013908,26,1,1,2,2,1,1,2,2,2,2,NA,2012,1
"1482",2012013971,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1483",2012014017,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1484",2012014097,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1485",2012014119,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,98
"1486",2012014139,15,2,7,1,1,2,2,2,2,2,1,NA,2012,2
"1487",2012014250,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1488",2012014285,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1489",2012014412,15,2,7,2,2,1,1,1,2,2,1,NA,2012,1
"1490",2012014425,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1491",2012014641,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1492",2012015045,26,1,1,1,1,2,2,2,2,2,2,NA,2012,2
"1493",2012015101,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1494",2012015377,26,1,1,1,2,1,1,2,2,2,1,NA,2012,2
"1495",2012015398,47,2,7,2,2,2,1,2,2,2,2,NA,2012,1
"1496",2012015430,25,2,7,1,2,1,2,2,2,2,2,NA,2012,2
"1497",2012015528,1,2,7,98,NA,NA,NA,NA,NA,NA,98,NA,2012,98
"1498",2012015542,26,1,1,98,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1499",2012015555,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1500",2012015634,1,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,2
"1501",2012015640,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1502",2012015659,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1503",2012015719,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1504",2012015721,15,2,7,2,1,2,2,2,2,2,2,NA,2012,2
"1505",2012015745,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1506",2012015773,1,2,7,1,1,2,2,2,2,2,1,NA,2012,2
"1507",2012015784,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1508",2012015841,1,1,1,2,1,2,2,2,2,2,2,NA,2012,2
"1509",2012015845,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1510",2012015873,43,2,7,2,98,98,98,98,98,98,2,NA,2012,2
"1511",2012015885,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1512",2012016094,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1513",2012016107,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1514",2012016154,1,2,7,2,2,1,1,2,2,2,2,NA,2012,1
"1515",2012016159,26,1,1,1,2,1,2,2,2,2,2,NA,2012,2
"1516",2012016278,1,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,1
"1517",2012016350,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1518",2012016359,47,1,1,2,1,2,2,2,2,2,2,NA,2012,2
"1519",2012016396,47,1,1,98,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1520",2012016453,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1521",2012016502,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1522",2012016530,25,1,1,99,NA,NA,NA,NA,NA,NA,99,NA,2012,99
"1523",2012016556,15,1,1,2,1,1,2,2,2,2,2,NA,2012,1
"1524",2012016596,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1525",2012016611,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1526",2012016708,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1527",2012016721,15,2,7,99,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1528",2012016727,47,1,1,3,1,1,1,1,2,2,1,NA,2012,1
"1529",2012016905,25,1,1,5,1,1,1,1,1,1,1,NA,2012,1
"1530",2012017106,26,2,7,3,2,2,1,2,2,2,1,NA,2012,2
"1531",2012017533,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1532",2012017606,47,1,1,1,1,2,2,2,2,2,2,NA,2012,1
"1533",2012017726,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1534",2012017788,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1535",2012017803,26,2,7,2,98,98,98,98,98,98,2,NA,2012,2
"1536",2012017810,47,1,1,1,1,1,98,2,2,2,2,NA,2012,1
"1537",2012017846,15,1,1,1,2,2,2,2,2,2,2,NA,2012,2
"1538",2012017870,15,2,7,2,2,1,1,1,1,2,2,NA,2012,1
"1539",2012017887,25,1,1,2,2,1,1,1,1,2,2,NA,2012,1
"1540",2012018132,47,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1541",2012018142,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1542",2012018242,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1543",2012018289,1,2,7,2,1,2,2,2,2,2,2,NA,2012,1
"1544",2012018328,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1545",2012018491,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1546",2012018620,43,2,7,2,2,2,1,2,2,2,2,NA,2012,2
"1547",2012018623,47,2,7,3,2,1,1,1,2,2,2,NA,2012,2
"1548",2012018695,26,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2012,1
"1549",2012018704,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1550",2012018716,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1551",2012018903,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1552",2012018923,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1553",2012018987,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1554",2012019044,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1555",2012019078,43,1,1,6,1,1,99,98,99,98,98,NA,2012,1
"1556",2012019151,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1557",2012019160,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1558",2012019170,43,2,7,98,NA,NA,NA,NA,NA,NA,99,NA,2012,98
"1559",2012019186,1,1,1,2,1,2,2,2,2,2,2,NA,2012,1
"1560",2012019190,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1561",2012019205,47,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,2
"1562",2012019244,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1563",2012019344,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1564",2012019350,47,2,7,1,2,1,1,2,1,2,2,NA,2012,1
"1565",2012019547,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1566",2012019560,47,1,1,1,1,2,2,2,2,2,2,NA,2012,2
"1567",2012019578,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1568",2012019644,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1569",2012019667,47,2,7,3,1,2,2,2,2,2,2,NA,2012,1
"1570",2012019750,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1571",2012019759,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1572",2012020029,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1573",2012020036,1,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,1
"1574",2012020043,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1575",2012020113,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1576",2012020121,25,2,7,1,1,2,2,2,2,2,2,NA,2012,2
"1577",2012020133,1,1,1,2,1,2,2,2,2,2,2,NA,2012,2
"1578",2012020142,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1579",2012020416,47,2,7,98,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1580",2012020556,26,2,7,1,2,1,1,2,2,2,2,NA,2012,2
"1581",2012020579,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1582",2012020848,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1583",2012020887,26,2,7,1,2,1,1,1,2,2,1,NA,2012,2
"1584",2012021133,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1585",2012021136,15,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2012,2
"1586",2012021188,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1587",2012021192,43,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,2
"1588",2012021365,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1589",2012021401,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1590",2012021490,1,1,1,1,1,2,98,99,98,2,1,NA,2012,2
"1591",2012021722,1,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2012,2
"1592",2012021727,47,2,7,1,2,1,1,1,98,2,2,NA,2012,2
"1593",2012021794,15,2,7,2,1,2,2,2,2,2,2,NA,2012,2
"1594",2012021839,1,2,7,1,2,2,2,2,2,2,2,NA,2012,2
"1595",2012021884,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1596",2012021925,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1597",2012022188,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1598",2012022216,47,1,1,4,1,2,1,1,1,98,2,NA,2012,2
"1599",2012022231,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1600",2012022270,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1601",2012022386,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1602",2012022393,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1603",2012022787,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1604",2012022843,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1605",2012022866,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1606",2012022960,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1607",2012023154,1,1,1,7,NA,NA,NA,NA,NA,NA,1,NA,2012,1
"1608",2012023243,43,1,1,1,1,2,1,2,2,2,2,NA,2012,2
"1609",2012023364,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1610",2012023384,25,1,1,1,2,2,2,2,2,2,2,NA,2012,1
"1611",2012023387,47,1,1,2,2,1,2,2,2,2,2,NA,2012,2
"1612",2012023514,47,1,1,2,2,1,2,2,2,2,1,NA,2012,2
"1613",2012023560,43,1,1,1,2,1,1,2,2,1,2,NA,2012,2
"1614",2012023602,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1615",2012023631,43,1,1,1,2,1,1,1,1,2,2,NA,2012,1
"1616",2012023657,1,1,1,98,NA,NA,NA,NA,NA,NA,98,NA,2012,98
"1617",2012023663,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1618",2012023753,25,1,1,1,1,2,1,2,2,2,2,NA,2012,1
"1619",2012023839,43,1,1,2,2,1,1,2,2,2,1,NA,2012,1
"1620",2012023849,43,1,1,2,2,1,1,1,1,1,2,NA,2012,1
"1621",2012023904,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1622",2012023906,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1623",2012023964,47,1,1,3,2,2,1,1,2,1,2,NA,2012,2
"1624",2012023970,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1625",2012023989,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1626",2012024057,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1627",2012024075,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1628",2012024128,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1629",2012024152,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1630",2012024167,47,2,7,1,2,1,1,2,2,2,1,NA,2012,2
"1631",2012024209,25,2,7,98,NA,NA,NA,NA,NA,NA,2,NA,2012,98
"1632",2012024230,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1633",2012024242,1,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1634",2012024269,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1635",2012024282,43,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1636",2012024591,15,1,1,2,1,2,2,2,2,2,2,NA,2012,2
"1637",2012024876,15,1,1,3,2,1,1,2,2,2,1,NA,2012,2
"1638",2012024883,25,1,1,7,NA,NA,NA,NA,NA,NA,98,NA,2012,1
"1639",2012024897,25,1,1,1,2,2,2,2,2,2,2,NA,2012,2
"1640",2012025214,47,1,1,1,1,1,2,2,2,2,2,NA,2012,2
"1641",2012025273,15,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1642",2012025308,25,2,7,1,2,1,1,2,2,2,1,NA,2012,2
"1643",2012025360,47,1,1,2,2,1,2,2,2,2,2,NA,2012,1
"1644",2012025365,25,2,7,2,2,2,2,2,2,2,1,NA,2012,1
"1645",2012025428,25,2,7,2,1,2,2,2,2,2,1,NA,2012,2
"1646",2012025436,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1647",2012025517,43,2,7,1,2,2,1,2,2,98,2,NA,2012,2
"1648",2012025856,47,2,7,1,1,2,2,2,2,2,2,NA,2012,2
"1649",2012025970,43,2,7,2,2,1,1,2,2,2,2,NA,2012,2
"1650",2012026289,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1651",2012026460,26,1,1,2,1,1,2,2,2,2,2,NA,2012,1
"1652",2012026553,25,2,7,1,2,1,1,2,2,2,1,NA,2012,2
"1653",2012026648,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1654",2012026707,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1655",2012026801,25,2,7,2,2,1,1,1,1,1,2,NA,2012,2
"1656",2012026838,25,2,7,1,2,1,1,1,1,2,1,NA,2012,2
"1657",2012027100,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1658",2012027163,25,2,7,1,1,98,1,98,98,2,1,NA,2012,2
"1659",2012027179,25,2,7,2,1,2,2,2,2,2,2,NA,2012,2
"1660",2012027256,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1661",2012027259,47,2,7,2,1,2,2,2,2,2,2,NA,2012,1
"1662",2012027547,25,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1663",2012028262,25,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,1
"1664",2012028440,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1665",2012028443,1,2,7,3,1,2,2,2,2,2,1,NA,2012,2
"1666",2012028682,15,1,1,1,1,2,2,2,2,2,1,NA,2012,2
"1667",2012028931,1,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1668",2012028948,43,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1669",2012028958,47,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1670",2012028967,47,2,7,2,2,1,1,2,2,2,2,NA,2012,2
"1671",2012029078,47,2,7,2,1,2,2,2,2,2,2,NA,2012,1
"1672",2012029087,1,2,7,5,1,1,1,1,1,1,1,NA,2012,1
"1673",2012029091,47,2,7,2,2,1,1,2,2,2,2,NA,2012,2
"1674",2012029102,25,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1675",2012029107,26,1,1,2,98,98,1,2,2,2,2,NA,2012,2
"1676",2012029118,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1677",2012029120,15,2,7,2,1,2,2,1,2,2,2,NA,2012,1
"1678",2012029124,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1679",2012029128,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1680",2012029150,26,1,1,1,1,2,1,1,98,1,2,NA,2012,2
"1681",2012029174,15,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,1
"1682",2012029184,26,2,7,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
"1683",2012029186,26,2,7,7,NA,NA,NA,NA,NA,NA,1,NA,2012,2
"1684",2012029187,26,1,1,7,NA,NA,NA,NA,NA,NA,2,NA,2012,2
